study,group,tissue,cellType,gene1,gene2,is_marker
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,NACA,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,NEAT1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RACK1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL11,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL15,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL27A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL29,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL34,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL37,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL37A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL7A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL8,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPLP2,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS12,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS14,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS18,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS20,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS24,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS27,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS27A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS3,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS3A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS7,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS8,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPSA,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A10,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A4,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A6,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A8,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A9,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,SRGN,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,TUBA1B,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,TXNIP,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,VCAN,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,ZFP36L2,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,CCL5,14,yes
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,HLA-A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL13A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL15,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL23A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL29,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL3,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL37A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL8,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPS11,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPS16,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPS21,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPS5,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPS9,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,ZFP36L2,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,ACTB,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,AREG,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,ATF3,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,CCNI,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,CITED2,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,COX7C,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,DUSP2,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,EEF1B2,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,EGR1,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,GPR171,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,H1FX,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,HINT1,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,HLA-A,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,HLA-B,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,HLA-C,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,HNRNPA2B1,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,HSPA1A,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,HSPA1B,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,HSPE1,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,IGKC,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,IL7R,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,JUN,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,LTB,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,ODF2L,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,PNRC1,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,PPIA,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL10A,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL11,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL14,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL15,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL22,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL24,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL29,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL31,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL32,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL34,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL35A,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL37,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL37A,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPL9,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS10,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS12,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS14,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS18,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS20,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS23,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS27,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS27A,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS7,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPS8,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,RPSA,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,S100A6,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,SH3BGRL3,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,SRSF7,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,TMA7,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,TMSB10,1,no
17.human_TabulaSapiens,normal,Lymph Node,Immune Cells-T Cell-Global,TOMM7,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Endocardial Cell,ATP1A1,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Endocardial Cell,FNBP1L,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Endocardial Cell,GNAI3,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Endocardial Cell,RPL7P9,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Endocardial Cell,TINAGL1,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Global,BAG3,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Global,CDKN1A,15,yes
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Global,DNAJA1,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Global,HLA-B,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Global,HSPE1,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Global,IFITM2,1,no
17.human_TabulaSapiens,normal,Muscle,Endothelial Cell-Global,TMSB4XP8,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,ATP1A1,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,COPA,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,DDR2,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,DPT,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,ENO1,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,ERRFI1,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,HSPG2,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,ID3,3,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,IFI16,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,JUN,3,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,KLHL21,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,LMNA,3,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,LMO4,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,MCL1,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,MTATP6P1,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,MTCO1P12,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,MTND1P23,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,NDUFS5,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,NFIA,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,NUDC,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,PLOD1,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,RPL22,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,S100A10,3,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,S100A11,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,S100A13,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,S100A4,3,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,S100A6,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,SERBP1,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,SSU72,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,TGFBR3,2,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,TMEM59,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,TMSB4XP1,1,no
17.human_TabulaSapiens,normal,Muscle,Fibroblast,YBX1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,ACTR2,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,CD55,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,CD83,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,CDC42,3,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,CXCL2,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,DUSP1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,EEF1A1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,EGR1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,FKBP5,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,FOSL2,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,HCLS1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,HLA-A,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,HLA-DRB1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,HNRNPU,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,IL1B,14,yes
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,IL1R2,49,yes
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,MBNL1,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,MXD1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,NLRP3,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,NR4A2,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,PRRC2C,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RHOB,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RNF149,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RPL15,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RPL32,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RPL34,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RPL37,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RPL37A,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RPS14,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RPS23,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RPS27,2,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,RTN4,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,S100A8,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,TNFAIP3,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-Granulocyte,TXNIP,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,AC073861.1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,AC099560.2,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,BTF3,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,CD52,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,EEF1B2,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,HINT1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,HMGB1P5,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,PDCL3,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,PDE4B,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,RPL5,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,S100A11,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,SNRPGP10,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,TMSB4XP1,1,no
17.human_TabulaSapiens,normal,Muscle,Immune Cells-T Cell-Cd8+ T Cell,TMSB4XP8,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,ADI1,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,ANGPTL1,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,AOX1,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,ATF3,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,ATP5MC3,2,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,DPT,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,EEF1B2,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,FTH1P20,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,GALNT15,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,GAS5,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,HMGB1P5,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,JUN,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,LMNA,2,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,MTATP6P1,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,MTND1P23,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,MTND2P28,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,NID1,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,PID1,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,PRDX1,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RHOB,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPL10P6,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPL11,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPL15,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPL22,2,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPL31,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPL32,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPL37A,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPS27,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPS27A,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPS7,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,RPS8,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,S100A4,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,S100A6,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,SERBP1,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,SPTBN1,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,TGFBR3,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,TMEM59,1,no
17.human_TabulaSapiens,normal,Muscle,Progenitor Cells,TMSB10,2,no
17.human_TabulaSapiens,normal,Muscle,Satellite Cell,HNRNPU,1,no
17.human_TabulaSapiens,normal,Muscle,Satellite Cell,IGFBP5,1,no
17.human_TabulaSapiens,normal,Muscle,Satellite Cell,LMNA,1,no
17.human_TabulaSapiens,normal,Muscle,Satellite Cell,MTND2P28,1,no
17.human_TabulaSapiens,normal,Muscle,Satellite Cell,RHOB,1,no
17.human_TabulaSapiens,normal,Muscle,Satellite Cell,RPL11,1,no
17.human_TabulaSapiens,normal,Muscle,Satellite Cell,RPS27A,1,no
17.human_TabulaSapiens,normal,Muscle,Smooth Muscle Cells,CDKN1A,8,yes
17.human_TabulaSapiens,normal,Muscle,Smooth Muscle Cells,H3F3A,1,no
17.human_TabulaSapiens,normal,Muscle,Smooth Muscle Cells,MTND1P23,1,no
17.human_TabulaSapiens,normal,Muscle,Smooth Muscle Cells,NCL,1,no
17.human_TabulaSapiens,normal,Muscle,Smooth Muscle Cells,PABPC1,1,no
17.human_TabulaSapiens,normal,Muscle,Smooth Muscle Cells,SOD2,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,ABI3BP,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,AEBP1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,AKAP12,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,APOD,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,ARL6IP5,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,ATF3,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,BTG2,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,CA6,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,CALD1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,CEBPD,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,CTSK,2,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,EEF1B2,2,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,FN1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,GPNMB,126,yes
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,GPX3,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,HLA-A,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,HLA-E,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,HSP90AB1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,HSPB1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,IGFBP7,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,IRF1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,JUN,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,LMNA,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,MTATP6P1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,PIK3R1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,PNRC1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,PRRX1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,PTMA,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RACK1,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL10A,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL11,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL14,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL24,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL29,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL32,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL34,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL35A,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL37,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPL37A,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPS12,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPS14,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPS18,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPS27,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPS27A,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPS8,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RPSA,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,RTN4,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,S100A10,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,S100A11,1,no
17.human_TabulaSapiens,normal,Salivary Gland,Fibroblast,S100A4,1,no
