study,group,tissue,cellType,gene1,gene2,is_marker
17.human_TabulaSapiens,normal,Bladder,Fibroblast,PDPN,2,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,PLPP3,4,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,PRDX1,1,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,PRDX6,1,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,PRELP,5,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,QSOX1,1,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,RARRES1,1,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,RHOA,2,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,RND3,3,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,RPL22,4,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,RPL24,2,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,RPL31,1,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,RPL35A,1,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,RPS27,1,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,S100A13,4,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,S100A6,1,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,SRSF7,4,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,SSR2,3,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,TFPI,5,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,TMA7,3,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,TMEM59,3,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,TNFAIP6,3,no
17.human_TabulaSapiens,normal,Bladder,Fibroblast,ZFP36L2,5,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,ANXA1,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,AREG,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,CCL20,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,CD163,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,CD44,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,CD83,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,CDKN1A,72,yes
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,CTSB,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,CTSS,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,CXCL2,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,CXCL8,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,EREG,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,FCER1G,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,FTH1,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,G0S2,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,GLUL,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,HLA-B,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,HLA-E,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,HSP90AB1,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,HSPA1B,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,HSPA5,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,IER3,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,IL1B,22,yes
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,INSIG1,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,JUN,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,LYVE1,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,MS4A6A,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,MS4A7,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,NAMPT,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,NLRP3,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,PABPC1,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,PLIN2,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,PNRC1,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,PPIA,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,PSAP,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,RPL14,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,RPS20,1,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,S100A10,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,S100A11,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,S100A6,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,S100A9,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,SELENOP,2,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,SH3BGRL3,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,SOD2,3,no
17.human_TabulaSapiens,normal,Bladder,Immune Cells-Monocyte,ZFAND5,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,ADIRF,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,B2M,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,BTG1,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,BTG2,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,C11orf96,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,CCNI,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,CDKN1A,32,yes
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,COX7C,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,FTH1,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,LPP,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,MYL6,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,NDUFA4,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,PTMS,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,RHOB,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,RPL36AL,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,RPL7,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,SPARCL1,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,TAGLN,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,TOMM7,1,no
17.human_TabulaSapiens,normal,Bladder,Smooth Muscle Cells,TPM2,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,AIF1,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,ARPC1B,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,COX4I1,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,EEF2,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,H3F3A,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,HLA-A,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,HLA-C,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,HLA-E,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,IFITM2,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,IL1R2,41,yes
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,ITM2B,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,LCP1,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,MYL12A,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,MYL6,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,NEAT1,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,NRGN,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,OST4,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,PF4,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,PFN1,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,RPL13,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,RPL19,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,RPL27A,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,RPLP0,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,RPS10,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,S100A10,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,S100A11,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,SERF2,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,SRGN,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,TMSB10,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,TYROBP,1,no
17.human_TabulaSapiens,normal,Blood,Endothelial Cell-Lympathic Endothelial Cells,VIM,1,no
17.human_TabulaSapiens,normal,Blood,Immune Cells-Eosinophil,CSF3R,1,no
17.human_TabulaSapiens,normal,Blood,Immune Cells-Eosinophil,IL1R2,5,yes
17.human_TabulaSapiens,normal,Blood,Immune Cells-Eosinophil,MALAT1,1,no
17.human_TabulaSapiens,normal,Blood,Immune Cells-Eosinophil,NAMPT,1,no
17.human_TabulaSapiens,normal,Blood,Immune Cells-Eosinophil,NEAT1,1,no
17.human_TabulaSapiens,normal,Blood,Immune Cells-Eosinophil,S100A8,1,no
17.human_TabulaSapiens,normal,Blood,Immune Cells-Granulocyte,MMP9,2,yes
17.human_TabulaSapiens,normal,Blood,Immune Cells-Granulocyte,SRGN,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,ACTB,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,CCL4,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,CCL5,45,yes
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,FAU,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,FTL,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,HLA-A,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,HLA-C,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,MT-ATP6,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,MT-ND4L,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,NEAT1,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL10,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL11,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL13,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL14,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL18,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL18A,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL21,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL23A,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL26,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL28,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL30,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL32,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL34,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL35A,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL37,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL39,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPL41,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPLP1,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPLP2,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS12,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS14,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS15,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS15A,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS18,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS19,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS2,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS21,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS23,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS24,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS27,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS27A,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS28,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS3,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS6,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS7,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,RPS8,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,TMSB4X,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-Nk Cell,TPT1,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,CAPZA1,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,CD74,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,CLIC1,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,GZMA,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,HLA-A,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,HLA-B,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,HLA-C,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,PTMA,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,RPL11,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,RPL30,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,RPL37A,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,RPS10,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,RPS12,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,RPS27,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,RPS27A,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,RPS7,1,no
17.human_TabulaSapiens,normal,Bone Marrow,Immune Cells-T Cell-Cd8+ T Cell,TMSB10,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,AIF1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,AREG,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,ARPC2,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,ARPC3,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,BTF3,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,BTG1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,CD14,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,CD52,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,CEBPD,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,CLIC1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,CTSS,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,DUSP1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,EEF1A1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,EEF1B2,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,FAU,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,FCN1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,FTH1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,GAPDH,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,GNAI2,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,GSTP1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,HLA-A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,HLA-DMA,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,HLA-DPA1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,HLA-DPB1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,HLA-DRA,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,KLF6,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,LYZ,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,MCL1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,MYL6,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,NACA,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,NEAT1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,PABPC1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,PLIN2,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,PTMA,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RACK1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL11,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL15,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL27A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL29,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL32,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL34,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL37,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL37A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL7A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL8,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPL9,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPLP2,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS12,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS14,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS18,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS20,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS24,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS27,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS27A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS3,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS3A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS7,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPS8,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,RPSA,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A10,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A4,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A6,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A8,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,S100A9,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,SRGN,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,TUBA1B,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,TXNIP,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,VCAN,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,VIM,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Monocyte,ZFP36L2,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,CCL4,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,CCL5,27,yes
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,FTH1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,HLA-A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RACK1,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL10A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL12,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL13A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL15,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL18A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL23A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL26,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL29,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL3,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL35,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL35A,1,no
17.human_TabulaSapiens,normal,Lung,Immune Cells-Nk Cell,RPL37A,1,no
